battery,cycle_num,anchor_cycle,capacity_mean,ambient_temp_c,voltage_measured_mean,voltage_min,voltage_max,voltage_std,re_ohm_interp,rct_ohm_interp,temperature_measured_max,temperature_mean,temperature_min,temperature_std,temp_rise_cycle,eff_c_rate,current_mean,current_std,current_min,current_max,dvdt_max_abs,dTdt_max,soh,capacity_derivative,cap_vel,regen_strength,impedance_sum,impedance_growth,dcr,dcr_growth,lli,lam,temp_rise,thermal_stress,Residual,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,rul_cycles
B0005,1,1,1.8564874208181577,24.330033885570543,3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,0.6185091950666108,0.6185091950666108,38.98218133148803,32.572328114029,24.325993424022467,3.486920476221683,14.652147445917484,1.811092390061272,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.0007285852728454,0.01943448142488,0.0119529361020175,0.9999994613486468,0.0,0.0,0.0,1.2370183901332217,-0.0058301825243257,0.6185091950666108,-0.005830177824953,0.0,0.0,14.652147445917484,1.011322699722393,3.227044071705367,-0.2140233665096032,0.1516547480036873,0.3182684918462963,-0.8258397597363105,0.2412304734542362,-1.0418472380951034,104.0
B0005,2,1,1.846327249719927,24.697751935729325,3.5373201277859714,2.587208728940726,4.189773213846608,0.2347649292859221,0.626146807294114,0.626146807294114,39.033397966787035,32.72523522519307,24.685948163596,3.426734226466466,14.33564603105771,1.809955194554687,-1.817559850661287,0.5951796218062511,-2.016820542901454,0.0029274033590803,0.0201124011580445,0.011545445428604,0.9972630663934464,-0.005080085549115,-0.005080085549115,0.005080085549115,1.244656002360725,0.0003250409079453,0.6223280011803625,0.0003250406467541,-0.7373359015515657,0.7517208276968536,14.33564603105771,1.0139158459048911,3.148890176789814,-0.1870340465829436,0.1268085955263391,0.2728984797998589,-0.7273489203982175,0.1866225822422323,-0.9745096178013926,103.0
B0005,3,1,1.8353491942234077,24.7342661639544,3.5437367282719,2.6519168938437794,4.188186735991303,0.2275254354967308,0.6307598984765167,0.6307598984765167,38.81879668981741,32.64286193755933,24.7342661639544,3.379475042762775,14.084530525863002,1.8093939407527375,-1.8164865418840956,0.5964980204475099,-2.016573862170142,0.001483676365228,0.0186429218316197,0.0107878436148522,0.9945266714382456,-0.0050800855491153,-0.0050800855491149,0.0101601710982304,1.252293614588228,0.0064426092222212,0.626146807294114,0.0064426040609737,-0.7373359015515496,0.7517208276968266,14.084530525863002,1.003094624165691,3.0713659089019423,-0.1636565118522462,0.1032923652302459,0.2328317509346847,-0.6375884545427166,0.1376857662755601,-0.908581630862516,102.0
B0005,4,1,1.8352625275821128,24.65423646922845,3.5436661072601456,2.592947964776547,4.188461118855572,0.2327443172418253,0.6219235024811083,0.6219235024811083,38.7623045063458,32.51487646204882,24.652243741292516,3.3865437316993527,14.108068037117349,1.8193117121458735,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.0015470119527235,0.0203284463961793,0.0117599185820812,0.9915699992141116,-0.0054890277482595,-0.0052027682088586,0.0156491988464899,1.2480703097752222,0.0030644566180873,0.6240351548876111,0.0030644541589694,-0.6861507224618989,0.3865163093982606,14.108068037117349,1.000265271676947,2.997514835785687,-0.1325338295692363,0.0825350741257754,0.1954476214701856,-0.5562308067816258,0.095183565443977,-0.8466539330310578,101.0
B0005,5,1,1.834645508212042,24.524796959348127,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,0.6209018180496741,0.6209018180496741,38.66539257343368,32.38234901543077,24.518700434435164,3.3958806914600226,14.140595614085552,1.819898265930452,-1.8261139590277584,0.5834685498827803,-2.017425579158831,0.0017014548245034,0.0215477311297072,0.0118519773378197,0.9886133269899774,-0.0054890277482597,-0.0052845566486873,0.0211382265947497,1.2438470049622166,-0.0003251465938902,0.6219235024811083,-0.0003251463325291,-0.6029372099289395,0.1553787703087669,14.140595614085552,0.9954301137051283,2.92513306828678,-0.1052012254929748,0.0645322859581442,0.163101520971696,-0.4840329378356669,0.0593809403451733,-0.7882681441591926,100.0
B0005,6,1,1.8356616600675495,24.522297376927863,3.5413347346347575,2.5209480504077413,4.188815807948604,0.2393162599829323,0.6302707885008874,0.6302707885008874,38.75169504640032,32.43418218230641,24.51442664842638,3.4173255675455376,14.229397669472458,1.80938486831741,-1.8168108743168805,0.5967015706365189,-2.0162347618032066,0.0024899497555445,0.0222544144543919,0.0121009989091623,0.9886133269899774,0.0,-0.0043094337587787,0.0211382265947497,1.252293614588228,0.0064426092222212,0.626146807294114,0.0064426040609737,-0.5829276484996816,0.2004263969091083,14.229397669472458,0.9997347986734532,2.8560191649362197,-0.0788315728264878,0.0491729929663397,0.1332499836610164,-0.4183473148650017,0.0272437565657292,-0.732845350508884,99.0
B0005,7,1,1.8351461429226603,24.58487828579781,3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,0.6309906716633036,0.6309906716633036,38.8207012322275,32.480416444757985,24.575581239008407,3.419542558294876,14.235822946429687,1.809596648903092,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.0023142958827398,0.0231521526641779,0.0127260281193009,0.98856664388637,-8.666664129486357e-05,-0.0027618472023887,0.0212248932360445,1.2605415770017747,0.0130072940029815,0.6302707885008874,0.0130072836167822,-0.5729948559408264,0.2921986458960576,14.235822946429687,1.003190150526622,2.7890642905546073,-0.0577229211253785,0.0365858784689142,0.107776688144798,-0.3607497251957309,0.0009793995267635,-0.6807874675896598,98.0
B0005,8,1,1.8257567905665535,24.713628799279793,3.554133296801584,2.6652049047458775,4.188927891511958,0.2273125109616539,0.6069941994606931,0.6069941994606931,38.51713023385634,32.41046186109587,24.71132429046902,3.3516161723228617,13.80350143457655,1.8398351065891123,-1.844341212075406,0.5573831672048897,-2.0166395518034546,0.0022276160569156,0.0181066484982912,0.0109106317833862,0.9885039531320688,-0.0001163846594525,-0.0011470824739307,0.0213412778954971,1.2438470049622166,-0.0003251465938902,0.6219235024811083,-0.0003251463325291,-0.5663916827016107,0.2293208772822812,13.80350143457655,0.9880781579503988,2.723350552269718,-0.0472611327076604,0.0246882712362505,0.086001252900795,-0.3101354914590665,-0.0203862620807052,-0.6305003997261778,97.0
B0005,9,1,1.8247738529891333,24.635211633324698,3.5529355991467955,2.6038584726333673,4.189029250882121,0.2324538495076242,0.5957069648415049,0.5957069648415049,38.526267904657,32.3461408313,24.628487294051176,3.3724043396197616,13.891056271332303,1.8501653162149432,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.0054010283210214,0.0197606669136056,0.0106200948389902,0.9882342855677552,-0.0005006347106184,-0.0001610423323476,0.0218419126061155,1.2418036360993483,-0.001969277627656,0.6209018180496741,-0.0019692760433984,-0.5072744142397451,0.0268198382521318,13.891056271332303,0.9885296977397262,2.660627269021041,-0.031517934641456,0.0156359242267593,0.0665015383032847,-0.2651185891316696,-0.0384879332226019,-0.5828664216991069,96.0
B0005,10,1,1.824613268496936,24.572057664095553,3.5512057319376997,2.552853984885676,4.189223427076418,0.2367287014754214,0.5942805827551827,0.5942805827551827,38.52698128472781,32.27679750791685,24.561560340089137,3.384318782535614,13.954923620632258,1.8496607579272,-1.8535899338510955,0.5423346882876612,-2.016071837814984,0.0030191479674457,0.0211384201357046,0.0108070470798098,0.983446365780154,-0.0088887176454881,-0.0019801826683778,0.0307306302516037,1.2139883989213862,-0.024622990695258,0.6069941994606931,-0.0246229706602412,-0.6353543942787137,-0.8329898792654732,13.954923620632258,0.9885649582378646,2.5995301753825224,-0.0170420469350857,0.0076550727462112,0.0505708943777257,-0.226076659164429,-0.0517626607397484,-0.5382615073030581,95.0
B0005,11,1,1.8246195526864504,24.43671599422777,3.549292319740949,2.4724483018527317,4.188916055911241,0.2430973444996006,0.5844591059545478,0.5844591059545478,38.54143406601644,32.15709350345252,24.43128509546442,3.4192563180601603,14.104718071788673,1.86067003460696,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.0026264001899385,0.0236670051321492,0.012646934403878,0.9829169051240044,-0.0009829375774204,-0.0030366701542063,0.0317135678290241,1.1914139296830095,-0.043393333596286,0.5957069648415049,-0.0433932979535568,-0.7741632806250175,-1.8555227468617064,14.104718071788673,0.98927959207448,2.541787100317355,-0.0057790586535978,0.0028137126765419,0.0363145829731458,-0.1922150496627376,-0.0620672260234463,-0.4962345090736124,94.0
B0005,12,1,1.8142019357673915,24.7443285138996,3.559759220648976,2.64956413267546,4.189876247266316,0.2288618517595794,0.57873708142948,0.57873708142948,38.52197451768004,32.36407129853099,24.74037188089418,3.3635991447660745,13.777646003780443,1.8708384518325352,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.0023645237017673,0.0184168175001112,0.0102522906972387,0.9828337910571712,-0.0001543003026829,-0.0030924835695327,0.031867868131707,1.1885611655103654,-0.0457906386330941,0.5942805827551827,-0.0457906009758032,-0.8265839319135988,-2.451928175478908,13.777646003780443,0.988317513488738,2.486049323618584,-0.0058217050357026,-0.0021999800206201,0.024965875288493,-0.1631899075951484,-0.0696179766791571,-0.4559836939363708,93.0
B0005,13,1,1.8137521577549056,24.73663909953236,3.558081969139198,2.5724981777366227,4.189286794768804,0.2346077577627525,0.565598883468223,0.565598883468223,38.582485834057856,32.3181954403762,24.73310769931151,3.3739283176724415,13.845846734525498,1.881550159170874,-1.882609504316083,0.4942824152307196,-2.016393908986775,0.001858378552761,0.0206447212881476,0.011878108857356,0.9828304060699856,-6.284189514316196e-06,-0.0021201717310313,0.0318741523212213,1.1689182119090955,-0.0624553795555425,0.5844591059545478,-0.0624553277598594,-0.8265839319135988,-2.451928175478908,13.845846734525498,0.9913122612945542,2.431532720546635,0.0024228759564084,-0.0072087912481735,0.0164015359954314,-0.1376166870934791,-0.0741158621183199,-0.4176636344106743,92.0
B0005,14,1,1.8134404914735824,24.44798340505406,3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,0.5644684060880111,0.5644684060880111,38.520294134873915,32.15709029211502,24.44798340505406,3.426023279669047,14.072310729819854,1.881379184237722,-1.882536787636365,0.4942870357372934,-2.0158117255163046,0.0022664654273509,0.0221023438034404,0.0123890557538962,0.9772223276070152,-0.0104113327295443,-0.002327029409052,0.0422854850507656,1.15747416285896,-0.0722939017649483,0.57873708142948,-0.0722938415109638,-0.7275439620917784,-2.40805360328856,14.072310729819854,0.9882344793891806,2.3811598659257416,0.0083100497818113,-0.0108215137294384,0.0094756819908597,-0.115494536125326,-0.0761610843604532,-0.383027972136526,91.0
B0005,15,1,1.8025980036306504,24.47211924021532,3.562746818017503,2.694621861688723,4.189110301768517,0.2239260869020738,0.5682016293954968,0.5682016293954968,38.21358592965045,32.04407000314609,24.463097121123557,3.360458061989185,13.741466689435129,1.880809916673939,-1.8817935155260217,0.4954145192703598,-2.0193509920362724,0.0013199464372558,0.0176657181551303,0.0102389711312073,0.9769800540719678,-0.0004497780124863,-0.0032461007387513,0.042735263063252,1.1364032587909936,-0.0906658323327065,0.5682016293954968,-0.0906657560596167,-0.6907975711086076,-2.314920597456078,13.741466689435129,0.9731951103991802,2.33166628261403,0.0017423998802404,-0.0135521841969215,0.0046134552632876,-0.0971644910172207,-0.0757529801502733,-0.3489544788836943,90.0
B0005,16,1,1.80210690024615,24.325417128823226,3.5614521756489204,2.64010141737067,4.18921207304098,0.2279697917277214,0.5591792296478774,0.5591792296478774,38.1983618706913,31.931593674911532,24.32051139249706,3.385244667118977,13.872944741868078,1.8917512097240543,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262,0.0191209518075032,0.0109046838354374,0.9768121746077986,-0.0003116662813231,-0.0033219233167764,0.0430469293445752,1.131197766936446,-0.0952570248292643,0.565598883468223,-0.0952569445067843,-0.6731387906300829,-2.373633119532325,13.872944741868078,0.9724545932898664,2.2841867923114765,0.0039674512363037,-0.0168603721237416,0.0021362258022324,-0.0804030868747918,-0.0750486633614823,-0.3158714468647898,89.0
B0005,17,1,1.802579500826209,24.3625933569109,3.5603420474985823,2.573903509838096,4.188899969428112,0.2329760049856253,0.5500270129718601,0.5500270129718601,38.31926916027133,31.941655359029298,24.357321702352365,3.4008083552683144,13.956675803360431,1.903304489176178,-1.9027629207037409,0.4571130109358775,-2.016465255161054,0.00090184864654,0.0209222113890487,0.011428152902372,0.97097185385958,-0.0108424878429318,-0.0044791974026378,0.053889417187507,1.1289368121760222,-0.0972577495071591,0.5644684060880111,-0.0972576674142337,-0.4174605299219359,-1.6529557814005582,13.956675803360431,0.9783512414808992,2.2395352462547704,0.0029207826057267,-0.0160200265278635,0.000424904572976,-0.0673715475835209,-0.0713254164163926,-0.2855844422006789,88.0
B0005,18,1,1.8030683142834096,24.382419922756025,3.5591189041401865,2.4942396831720126,4.188779799856791,0.2387364387680622,0.5384515755345896,0.5384515755345896,38.4787542519308,31.965008645476725,24.382419922756025,3.414795247499799,14.096334329174775,1.9145244843916995,-1.9133470605822436,0.4358942318853322,-2.0181069603406625,-0.0004481239748701,0.0234964880468706,0.013332929610887,0.97097185385958,0.0,-0.0034362018397736,0.053889417187507,1.1183584592957547,-0.1066721079407481,0.5591792296478774,-0.1066720174693236,-0.3744967296936707,-1.39195055929809,14.096334329174775,0.9861840522591584,2.1973782321967676,-0.0033728529733618,-0.0113982168685203,-0.0001390112276518,-0.0547059346419794,-0.0673381956257876,-0.2573557066975063,87.0
B0005,19,1,1.802777624719604,24.361449262276754,3.557886771846508,2.4556793246645583,4.189272591516219,0.2414503141215667,0.5376246342186874,0.5376246342186874,38.54659017774874,31.966241678512723,24.355030419469987,3.433369080629228,14.185140915471989,1.9142954371600984,-1.9131602105481536,0.4361904658639456,-2.0170254305215485,0.0023375587090041,0.0246842436258553,0.014050971440979,0.97097185385958,0.0,-0.003315079609144,0.053889417187507,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.3292375474479374,-1.4145833642943888,14.185140915471989,0.9895346667584676,2.157447914030187,-0.0156312956446295,-0.00143694587041,-0.0002965427647891,-0.0443020361664064,-0.0623357299435953,-0.2306677390420492,86.0
B0005,20,1,1.8470259949329193,24.558714742953537,3.5520375235511907,2.632142800798914,4.187614060563439,0.2341656307122479,0.5948832536302291,0.5948832536302291,38.44749852224995,32.37143341978575,24.549424447285215,3.358265608227543,13.888783779296418,1.8512767320070225,-1.8553455745575975,0.5400579358950733,-2.01684718332263,0.0059551658046401,0.0173258259073128,0.0104369143130227,0.9710686070022012,0.0001796210889537,-0.0021325733507955,0.0537097960985533,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.2886883327339914,-1.3182158227718714,13.888783779296418,0.9846440608038524,2.1196327160844217,0.015993071291736,0.0093311388769208,-0.0006239404118115,-0.0348940935573744,-0.0572436602180552,-0.205169237277522,85.0
B0005,21,1,1.847417311283644,24.92210633449132,3.5525668436897124,2.5027764692056795,4.1876287811083985,0.2441722414090925,0.5752910435149242,0.5752910435149242,38.992275791716615,32.70024990461686,24.917503693363493,3.4144547200965945,14.070169457225294,1.8722258641721452,-1.8746995273150977,0.5078881766945342,-2.016190951623346,0.0016182635202416,0.0208458846676846,0.0106721414121771,0.9712251873290944,0.0002906895638055,0.0001120242394472,0.0534191065347477,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.1695253852040997,-1.4606453195108415,14.070169457225294,1.01183326639746,2.084473197007227,0.0066819362112876,0.0169922389758128,0.0003521690199572,-0.0276423967489454,-0.0508239442387839,-0.1826158890877219,84.0
B0005,22,1,1.8361774213478947,24.56596639952811,3.556794038327039,2.617507742871704,4.187447226312926,0.2331197356739463,0.5746295172318457,0.5746295172318457,38.51424197364312,32.32266411829938,24.56596639952811,3.395181230789341,13.948275574115003,1.8717521506964936,-1.873827212788385,0.5090210348494151,-2.016760348146938,0.0025192157843694,0.018014375937843,0.0104134110433447,0.9890594526513063,0.0331091070644851,0.0067629146087248,0.0203099994702626,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.083388432785752,-0.6379669748658764,13.948275574115003,0.9879354769115876,2.0512320492703995,-0.0074015601069194,0.019516220107182,0.0005138882889533,-0.0221596254703546,-0.0456329999260769,-0.1598905509541785,83.0
B0005,23,1,1.825780747577624,24.21658146702539,3.5614100044534203,2.694074478000972,4.187344026387161,0.2248463314404929,0.56763163871444,0.56763163871444,38.165816144899125,31.98795810666763,24.21658146702539,3.404274898198559,13.949234677873736,1.881759431693843,-1.883193546754683,0.493049411096651,-2.0160230713598764,0.0037933120349866,0.0165276460729661,0.0106326587122897,0.9890594526513063,0.0,0.010055863206278,0.0203099994702626,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.0839624609164686,-0.5952979511965182,13.949234677873736,0.9708734181241936,2.0210300737135483,-0.0137254853695018,0.0154429153349587,0.000291423740621,-0.0164900946012546,-0.0407344119740806,-0.14003367340008,82.0
B0005,24,1,1.8251136435078368,24.05499065781757,3.556610794781798,2.6237674644021887,4.187438187636325,0.2306744963518295,0.5751265455508093,0.5751265455508093,38.16526203587147,31.894456524691385,24.05499065781757,3.436465900023053,14.110271378053906,1.871061722006648,-1.873239184822504,0.51045002675325,-2.01719076462715,0.0034388887386759,0.0184795665237881,0.0106011993012698,0.9890594526513063,0.0,0.0099908700321067,0.0203099994702626,1.1502530911016189,-0.0785520841861435,0.5751265455508093,-0.078552018508457,-0.0863232913877505,-0.5978860484871875,14.110271378053906,0.970846520010523,1.9918611217185296,-0.0051835881052967,0.0073032552066572,-4.582824869737569e-05,-0.0133490432422436,-0.0347526812407606,-0.1207195927134136,81.0
B0005,25,1,1.825581504220376,24.028778234327,3.5586742170266272,2.5010798299873738,4.18774138117799,0.2384585859277787,0.537870205606472,0.537870205606472,38.27549578575718,31.78039681801023,24.024851602995685,3.4449494445307676,14.24671755143018,1.9149807864169257,-1.9139593751505897,0.4336815885962881,-2.0161148625656655,0.0012614422239159,0.0222933434727844,0.0124283060076833,0.9834592702565846,-0.0103966737702705,0.004542486658843,0.0307066732405332,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.0838496252944781,-0.6981555167259672,14.24671755143018,0.9762122962909782,1.966033770476817,0.0066099929262057,-0.0037060218631642,0.0005583840217873,-0.0106752420687664,-0.0299502009349663,-0.1032891784708451,80.0
B0005,26,1,1.814031127508391,23.93841461307264,3.564103182686905,2.6849988185249796,4.188261122540052,0.223712897106684,0.550399510141478,0.550399510141478,37.982160799183106,31.688747146342205,23.93622764909489,3.4231952488727075,14.043746186110464,1.9033151106503572,-1.9030532722310995,0.4560917837399327,-2.0168636304742815,0.0031353992245556,0.0174360566071482,0.0109861228702543,0.9833519475525948,-0.0001992433572479,-0.0031588508025307,0.0309059165977811,1.13526327742888,-0.0916694835605427,0.56763163871444,-0.0916694064038288,-0.0705119839448501,-0.7649093799468918,14.043746186110464,0.9619989220381732,1.942415299160244,0.0040431741232164,-0.0112696301807235,-0.000749173139145,-0.0077055345603772,-0.025997046903402,-0.0867059611186462,79.0
B0005,27,1,1.814769194115894,23.811534187517506,3.559588063594272,2.547109116468133,4.187338767288234,0.2339906050623352,0.5382850599145006,0.5382850599145006,38.11100191887773,31.596747992569153,23.811534187517506,3.461139819499428,14.299467731360233,1.9145345245604473,-1.9134590742247912,0.434873129767018,-2.024643671910137,0.0011043615738374,0.0210724452192255,0.0118882507409718,0.9830999337466948,-0.0004678607125394,-0.0032723472807633,0.0313737773103206,1.100799020282956,-0.1224977443171382,0.550399510141478,-0.122497639582401,-0.050162978201441,-0.7414494812876583,14.299467731360233,0.9682161774033904,1.9205302229874084,0.0112493966852715,-0.0171475886678955,-0.0005814371170134,-0.0066053368600023,-0.0216503659656771,-0.0710256970738105,78.0
B0005,28,1,1.813969388710352,23.754765330883423,3.556833231052199,2.471314764334132,4.187560306288175,0.2394720241414124,0.5378079622620257,0.5378079622620257,38.18831137948753,31.565586498787077,23.754765330883423,3.480274215150429,14.433546048604104,1.91465469704566,-1.913620909902553,0.43491395027052,-2.017291134571006,-3.060676830687782e-05,0.0237982048058356,0.0134374089358045,0.9775278820840274,-0.0103444493919429,-0.0043483558533785,0.0417182267022635,1.0765701198290012,-0.139652769697705,0.5382850599145006,-0.1396526492384709,-0.0484095370241872,-0.9816016072696242,14.433546048604104,0.9719660337399378,1.9018990019615465,0.0116968722270806,-0.0182991115628197,-0.0006198862096257,-0.0051998102888621,-0.0176785392067847,-0.0578291383373744,77.0
B0005,29,1,1.802765665167823,23.79768342466196,3.5624410850948944,2.6613903306108773,4.18805176248713,0.2246938172828494,0.5522251664663389,0.5522251664663389,37.99854111908584,31.59124667045208,23.79410930748377,3.455173082508427,14.200857694423874,1.90281236813016,-1.902581974571906,0.4573564287414881,-2.01713712589233,0.0037901043107805,0.0184740921985489,0.0107127883370935,0.9771303215071734,-0.0007380666075031,-0.0034311550242949,0.0424562933097667,1.0765701198290012,-0.139652769697705,0.5382850599145006,-0.1396526492384709,-0.1149907309156405,-1.6427554580441277,14.200857694423874,0.962787137279011,1.8848346332124963,-0.0071648461572109,-0.0107499616544707,-0.0009652566904493,-0.003270614188308,-0.014013730267011,-0.0459045592085134,76.0
