battery_id,cycle_index,cycle,time_seconds,capacity_ahr,ambient_temp_c,voltage_measured_mean,voltage_measured_min,voltage_measured_max,current_measured_mean,current_measured_std,temperature_measured_mean,temperature_measured_max,current_load_mean,voltage_load_mean,discharge_time_sec,re_ohm_interp,rct_ohm_interp,sense_current_interp,battery_current_interp,current_ratio_interp,battery_impedance_interp,rectified_impedance_interp,regen_cycles,capacity_after_regen,capacity_deg,cluster,dcr,lli,lam,soh,capacity_derivative,regen_strength,impedance_sum,impedance_growth,dcr_growth,lli_scaled,lli_smooth,lam_scaled,lam_smooth,dcr_scaled,dcr_smooth,temp_rise,thermal_stress,ir_drop,voltage_range,C_rate_avg,C_rate_max,current_temp_product,load_temp_interact,cycle_diff_time,cycle_duration_rate,battery_encoded,_crate_bin,_temp_bin,C_rate_abs,C_rate_max_abs,current_temp_product_abs,load_temp_interact_abs,ir_drop_abs,impedance_growth_log,dcr_growth_log,capacity_smooth
B0006,1,1,1207149941.0,2.035337591005598,24.0,3.556946061827572,2.4757677568281857,4.179823027658306,-1.990533350635129,0.2014980448792201,32.14277785992152,39.16298653238707,-1.9788233502538075,2.650081218274112,3690.234,0.0625493835344991,0.0775258483204754,782.7203482875194,250.45339718019392,3.204612669706172,0.5918465642769367,0.103149830778563,1.0,2.035337591005598,41.74552477030949,0.0,0.0,0.0,0.0,1.0,-0.0097530215577461,0.0,0.1400752318549745,0.0,0.0,0.132359869196964,-0.006036311562381,-0.0616046142506126,0.0,-0.3362197248490324,0.0,15.162986532387071,0.0041089498748271,-0.90686484355346,1.70405527083012,-0.9779868256025678,-0.779987195791116,-30.18243038794778,-14.82920106546372,17678.0,5.797782126547359,1,3,1,0.9779868256025678,0.779987195791116,30.18243038794778,14.82920106546372,0.90686484355346,0.0,0.0,2.035337591005598
B0006,3,2,1207165428.0,2.025140246031412,24.0,3.56147580138708,2.35152551190002,4.177288238505559,-1.990277542145709,0.2019092784154672,32.29307515705474,39.2462026826329,-1.9786683673469383,2.655775510204082,3672.344,0.0625493835344991,0.0776625282052546,784.1047608490053,255.55465308285767,3.164029117163407,0.5716602734826255,0.1015306060188037,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0090411271034478,0.0,0.9949898508143076,-0.0101973449741858,0.0101973449741858,0.1402119117397537,0.0975760539485986,0.0,0.1015843700524511,-0.0072612559142834,-0.0616046142506126,0.0,-0.3362197248490324,0.0,15.246202682632898,0.0041516270487265,-0.905700291182998,1.8257627266055396,-0.977861142035171,-0.7794574185363993,-30.34417480224592,-14.908669166939092,15487.0,4.217197517442751,1,3,1,0.977861142035171,0.7794574185363993,30.34417480224592,14.908669166939092,0.905700291182998,0.0931041610137024,0.0,2.025140246031412
B0006,5,3,1207180866.0,2.013326371345464,24.0,3.566752469641321,2.440479715106544,4.1781213228923,-1.9899467848963857,0.2024727155112687,32.24414709253608,38.999202460252846,-1.9785333333333333,2.6617999999999995,3651.641,0.0625493835344991,0.077799917256621,785.4891734104912,260.6559089855214,3.1234455646206425,0.5514739826883144,0.0999113812590444,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0090678075836953,0.0,0.9891854698908896,-0.0118138746859481,0.022011219660134,0.1403493007911201,0.1956583833984045,0.0,0.1014935511658635,-0.0066304592801792,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.999202460252846,0.0041075238393502,-0.9049524696413216,1.7376416077857564,-0.9776986347191254,-0.7787412565362223,-29.847614711790108,-14.664699767264954,15438.0,4.227688318757449,1,3,1,0.9776986347191254,0.7787412565362223,29.847614711790108,14.664699767264954,0.9049524696413216,0.1786969821176467,0.0,2.013326371345464
B0006,7,4,1207196197.0,2.0132846655407413,24.0,3.5687953371516272,2.479155853900392,4.1785623580417175,-1.989600928209944,0.202976043273228,32.14711742429942,38.84362777186652,-1.9784103092783505,2.6641443298969074,3631.563,0.0625493835344991,0.0779380154745745,786.873585971977,265.7571648881852,3.082862012077878,0.5312876918940032,0.0982921564992851,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0109360889699907,0.0,0.9891649790372312,-4.170580472262486e-05,0.0220529254648567,0.1404873990090736,0.2942469883493385,0.0,0.0951340241348015,-0.0097833960237201,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.843627771866522,0.0040873937122562,-0.9046510072547198,1.699406504141325,-0.9775287087629596,-0.7780767416097193,-29.532895592908535,-14.51007228919069,15331.0,4.221598248466508,1,3,1,0.9775287087629596,0.7780767416097193,29.532895592908535,14.51007228919069,0.9046510072547198,0.2579290498505475,0.0,2.0132846655407413
B0006,9,5,1207211605.0,2.000528337624771,24.0,3.563970503289941,2.280187848173442,4.17824995156942,-1.98954836065757,0.2027939059818593,32.06687277315468,38.97798888258284,-1.9784381443298968,2.659417525773196,3629.172,0.0625493835344991,0.0780768228591152,788.2579985334629,270.8584207908489,3.042278459535113,0.5111014010996919,0.0966729317395258,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0041072727437622,0.0,0.9828975529491258,-0.0127563279159703,0.034809253380827,0.1406262063936142,0.3933418688014799,0.0,0.1183789387924206,-0.0105733954216628,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.977988882582842,0.0041271091264284,-0.9045529775167452,1.898062103395978,-0.9775028813264792,-0.7782298891915198,-29.79943322729,-14.6410272892007,15408.0,4.245596516228979,1,3,1,0.9775028813264792,0.7782298891915198,29.79943322729,14.6410272892007,0.9045529775167452,0.3317050837838683,0.0,2.000528337624771
B0006,11,6,1207227310.0,2.0138990759931645,24.0,3.5735512387791406,2.4392842568466446,4.193216523251186,-1.9901040351037365,0.2022953831615659,32.03447836207717,38.83989920742278,-1.9786574358974365,2.6672923076923074,3652.281,0.0625493835344991,0.0782163394102431,789.6424110949488,275.9596766935127,3.0016949069923484,0.4909151103053807,0.0950537069797665,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0157646837177046,0.0,0.989466850557287,0.0133707383683936,0.0214385150124334,0.1407657229447422,0.4929430247548484,0.0,0.0786977533217521,-0.0094452157633023,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.839899207422782,0.004063186596929,-0.9062589310868332,1.7539322664045414,-0.9777758947314048,-0.7789927700486573,-29.532943293224815,-14.510095725261674,15705.0,4.300052487745521,1,3,1,0.9777758947314048,0.7789927700486573,29.532943293224815,14.510095725261674,0.9062589310868332,0.400749356244721,0.0,2.000528337624771
B0006,13,7,1207243036.0,2.013101105626967,24.0,3.5711391343785897,2.2812068449406446,4.193732603145628,-1.9900886222380367,0.2021566588924074,32.11157496697372,39.04610837498471,-1.9786112820512824,2.6654256410256414,3650.828,0.0625493835344991,0.0783565651279581,791.0268236564347,281.06093259617643,2.961111354449584,0.4707288195110696,0.0934344822200072,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0129911240931612,0.0,0.98907479256665,-0.0007979703661975,0.0222364853786309,0.1409059486624572,0.5930504562093253,0.0,0.0881387976601112,-0.0080056576703337,-0.0616046142506126,0.0,-0.3362197248490324,0.0,15.046108374984712,0.0041212865615637,-0.9057134933529484,1.912525758204984,-0.977768322097872,-0.7791215131493824,-29.943089086017512,-14.711608139911542,15726.0,4.3075159936309495,1,3,1,0.977768322097872,0.7791215131493824,29.943089086017512,14.711608139911542,0.9057134933529484,0.4656507041295905,0.0,2.000528337624771
B0006,15,8,1207258094.0,1.96878982627284,24.0,3.568150746216304,2.366410527029613,4.176826628115461,-1.9891170520197208,0.2044815234039151,32.112576242471775,38.87507521022778,-1.9781267015706805,2.662795811518324,3572.453,0.0625493835344991,0.0784975000122603,792.4112362179205,286.1621884988402,2.920527801906819,0.4505425287167584,0.0918152574602479,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.003426909291893,0.0,0.9673038197560736,-0.0443112793541269,0.0665477647327579,0.1410468835467594,0.6936641631650093,0.0,0.1206948585435071,-0.0075199629827388,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.875075210227775,0.00416382670681,-0.90535493469798,1.810416101085848,-0.9772909712042748,-0.7763596621112987,-29.588265750739904,-14.537276698940136,15058.0,4.215030960518105,1,3,1,0.9772909712042748,0.7763596621112987,29.588265750739904,14.537276698940136,0.90535493469798,0.5268943257875074,0.0,1.96878982627284
B0006,17,9,1207273095.0,1.9681661764334244,24.0,3.569283415581244,2.436020049578708,4.176369138969733,-1.9892116643905464,0.2046990658224278,32.03566207329278,38.7260539826455,-1.9779873684210525,2.6642578947368416,3550.594,0.0625493835344991,0.0786391440631496,793.7956487794064,291.26344440150393,2.8799442493640544,0.4303562379224471,0.0901960327004886,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0037382985051479,0.0,0.966997408749776,-0.0006236498394156,0.0671714145721735,0.1411885275976487,0.7947841456218414,0.0,0.1196349067967296,-0.0048076075084822,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.726053982645505,0.004147490246038,-0.9050255208444024,1.740349089391025,-0.9773374560582848,-0.7761923815247577,-29.293238352723296,-14.392324137175727,15001.0,4.224926871389907,1,3,1,0.9773374560582848,0.7761923815247577,29.293238352723296,14.392324137175727,0.9050255208444024,0.5848847615737898,0.0,1.9681661764334244
B0006,19,10,1207288088.0,1.9572307917560536,24.0,3.563388513484579,2.1864377487643725,4.176897989902666,-1.989191243247005,0.2048713624028979,31.99527968872302,38.98629728904917,-1.977964210526316,2.6590000000000003,3551.25,0.0625493835344991,0.0787814972806262,795.1800613408923,296.3647003041677,2.8393606968212897,0.4101699471281359,0.0885768079407293,1.0,2.035337591005598,41.74552477030949,0.0,0.0,-0.0016787993057876,0.0,0.9616246466459876,-0.0109353846773707,0.0781067992495443,0.1413308808151253,0.8964104035799204,0.0,0.1266453287411205,-0.0026852002956001,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.986297289049167,0.0042200062763942,-0.9043885134845788,1.9904602411382932,-0.977327422762766,-0.7760130430671399,-29.81061133607293,-14.646519306263048,14993.0,4.221893699400431,1,3,1,0.977327422762766,0.7760130430671399,29.81061133607293,14.646519306263048,0.9043885134845788,0.6399628379936135,0.0,1.9572307917560536
