battery,cycle_num,capacity_ahr,capacity_mean,voltage_measured_mean,voltage_min,voltage_max,voltage_std,v_dod_10,v_dod_50,v_dod_90,temperature_measured_max,temperature_mean,temperature_min,temperature_std,ambient_temp_c,temp_rise_cycle,re_ohm_interp,rct_ohm_interp,ir_mean,ir_max,current_mean,current_std,current_min,current_max,discharge_time_sec,eff_c_rate,dvdt_max_abs,dTdt_max
B0005,1,1.8564874208181574,1.8564874208181574,3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,0.0,0.0,0.0,38.98218133148803,32.572328114029,24.325993424022467,3.4869204762216834,24.330033885570543,14.652147445917485,0.6185091950666108,0.6185091950666108,0.0,0.0,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.000728585272845447,3690.234,1.8110923900612719,0.019434481424880013,0.011952936102017565
B0005,2,1.846327249719927,1.846327249719927,3.5373201277859714,2.587208728940726,4.189773213846608,0.23476492928592219,0.0,0.0,0.0,39.033397966787035,32.72523522519307,24.685948163596,3.4267342264664666,24.697751935729325,14.33564603105771,0.626146807294114,0.626146807294114,0.0,0.0,-1.8175598506612867,0.5951796218062511,-2.016820542901454,0.002927403359080335,3672.344,1.809955194554687,0.02011240115804455,0.01154544542860403
B0005,3,1.8353491942234077,1.8353491942234077,3.5437367282719,2.6519168938437794,4.188186735991303,0.22752543549673088,0.0,0.0,0.0,38.818796689817404,32.64286193755933,24.734266163954402,3.379475042762775,24.734266163954402,14.084530525863002,0.6307598984765167,0.6307598984765167,0.0,0.0,-1.8164865418840956,0.5964980204475099,-2.016573862170142,0.0014836763652280672,3651.641,1.8093939407527377,0.018642921831619724,0.010787843614852254
B0005,4,1.8352625275821128,1.8352625275821128,3.5436661072601456,2.592947964776547,4.188461118855572,0.23274431724182537,0.0,0.0,0.0,38.7623045063458,32.51487646204882,24.652243741292516,3.3865437316993527,24.65423646922845,14.108068037117349,0.6219235024811083,0.6219235024811083,0.0,0.0,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.001547011952723541,3631.563,1.8193117121458737,0.020328446396179364,0.011759918582081273
B0005,5,1.8346455082120419,1.8346455082120419,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,0.0,0.0,0.0,38.66539257343368,32.38234901543077,24.518700434435164,3.3958806914600226,24.524796959348127,14.140595614085552,0.6209018180496741,0.6209018180496741,0.0,0.0,-1.8261139590277586,0.5834685498827803,-2.017425579158831,0.001701454824503414,3629.172,1.8198982659304521,0.021547731129707294,0.01185197733781971
B0005,6,1.8356616600675495,1.8356616600675495,3.5413347346347575,2.5209480504077413,4.188815807948604,0.23931625998293235,0.0,0.0,0.0,38.75169504640032,32.43418218230641,24.51442664842638,3.4173255675455376,24.522297376927863,14.229397669472458,0.6302707885008874,0.6302707885008874,0.0,0.0,-1.8168108743168803,0.5967015706365189,-2.0162347618032066,0.0024899497555445145,3652.281,1.8093848683174099,0.022254414454391976,0.012100998909162356
B0005,7,1.8351461429226603,1.8351461429226603,3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,0.0,0.0,0.0,38.8207012322275,32.480416444757985,24.575581239008407,3.419542558294876,24.58487828579781,14.235822946429689,0.6309906716633036,0.6309906716633036,0.0,0.0,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.002314295882739856,3650.828,1.8095966489030921,0.023152152664177934,0.01272602811930094
B0005,8,1.8257567905665537,1.8257567905665537,3.554133296801584,2.6652049047458775,4.188927891511958,0.22731251096165395,0.0,0.0,0.0,38.51713023385634,32.41046186109587,24.71132429046902,3.3516161723228617,24.713628799279793,13.80350143457655,0.6069941994606931,0.6069941994606931,0.0,0.0,-1.8443412120754061,0.5573831672048897,-2.0166395518034546,0.002227616056915605,3572.453,1.8398351065891123,0.018106648498291286,0.010910631783386249
B0005,9,1.8247738529891333,1.8247738529891333,3.5529355991467955,2.6038584726333673,4.189029250882121,0.2324538495076242,0.0,0.0,0.0,38.526267904657,32.3461408313,24.628487294051176,3.3724043396197616,24.635211633324694,13.891056271332303,0.5957069648415049,0.5957069648415049,0.0,0.0,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.005401028321021492,3550.594,1.8501653162149432,0.019760666913605614,0.010620094838990202
B0005,10,1.824613268496936,1.824613268496936,3.5512057319376997,2.552853984885676,4.189223427076418,0.23672870147542147,0.0,0.0,0.0,38.52698128472781,32.27679750791685,24.561560340089137,3.384318782535614,24.572057664095553,13.954923620632258,0.5942805827551827,0.5942805827551827,0.0,0.0,-1.8535899338510957,0.5423346882876612,-2.0160718378149842,0.0030191479674457028,3551.25,1.8496607579272002,0.02113842013570469,0.010807047079809817
B0005,11,1.8246195526864504,1.8246195526864504,3.549292319740949,2.4724483018527317,4.188916055911241,0.2430973444996006,0.0,0.0,0.0,38.54143406601644,32.15709350345252,24.43128509546442,3.4192563180601603,24.43671599422777,14.104718071788671,0.5844591059545478,0.5844591059545478,0.0,0.0,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.002626400189938571,3530.25,1.8606700346069602,0.023667005132149282,0.012646934403878035
B0005,12,1.8142019357673917,1.8142019357673917,3.559759220648976,2.64956413267546,4.189876247266316,0.22886185175957943,0.0,0.0,0.0,38.52197451768004,32.36407129853099,24.74037188089418,3.3635991447660745,24.7443285138996,13.777646003780443,0.57873708142948,0.57873708142948,0.0,0.0,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.00236452370176732,3491.016,1.8708384518325352,0.018416817500111288,0.01025229069723878
B0005,13,1.8137521577549054,1.8137521577549054,3.558081969139198,2.5724981777366227,4.189286794768804,0.23460775776275253,0.0,0.0,0.0,38.582485834057856,32.3181954403762,24.733107699311514,3.3739283176724415,24.736639099532358,13.845846734525498,0.565598883468223,0.565598883468223,0.0,0.0,-1.8826095043160833,0.4942824152307196,-2.016393908986775,0.0018583785527610795,3470.281,1.8815501591708739,0.020644721288147674,0.011878108857356047
B0005,14,1.8134404914735822,1.8134404914735822,3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,0.0,0.0,0.0,38.520294134873915,32.15709029211502,24.44798340505406,3.426023279669047,24.44798340505406,14.072310729819854,0.5644684060880111,0.5644684060880111,0.0,0.0,-1.882536787636365,0.49428703573729343,-2.0158117255163046,0.0022664654273509715,3470.0,1.881379184237722,0.022102343803440446,0.012389055753896223
B0005,15,1.8025980036306504,1.8025980036306504,3.562746818017503,2.694621861688723,4.189110301768517,0.22392608690207388,0.0,0.0,0.0,38.21358592965045,32.04407000314609,24.463097121123557,3.360458061989185,24.47211924021532,13.741466689435129,0.5682016293954968,0.5682016293954968,0.0,0.0,-1.8817935155260215,0.49541451927035984,-2.0193509920362724,0.001319946437255823,3450.297,1.880809916673939,0.01766571815513032,0.010238971131207322
B0005,16,1.80210690024615,1.80210690024615,3.5614521756489204,2.64010141737067,4.18921207304098,0.22796979172772144,0.0,0.0,0.0,38.1983618706913,31.931593674911532,24.32051139249706,3.385244667118977,24.325417128823222,13.872944741868078,0.5591792296478774,0.5591792296478774,0.0,0.0,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262007,3429.407,1.8917512097240543,0.019120951807503218,0.010904683835437416
B0005,17,1.802579500826209,1.802579500826209,3.5603420474985823,2.5739035098380962,4.188899969428112,0.23297600498562532,0.0,0.0,0.0,38.31926916027133,31.941655359029298,24.357321702352365,3.4008083552683144,24.3625933569109,13.956675803360433,0.5500270129718601,0.5500270129718601,0.0,0.0,-1.9027629207037406,0.4571130109358775,-2.016465255161054,0.0009018486465400538,3409.484,1.9033044891761781,0.02092221138904873,0.011428152902372013
B0005,18,1.8030683142834096,1.8030683142834096,3.5591189041401865,2.4942396831720126,4.188779799856791,0.23873643876806222,0.0,0.0,0.0,38.4787542519308,31.965008645476725,24.382419922756025,3.414795247499799,24.382419922756025,14.096334329174777,0.5384515755345896,0.5384515755345896,0.0,0.0,-1.9133470605822436,0.4358942318853322,-2.0181069603406625,-0.00044812397487015555,3390.422,1.9145244843916995,0.023496488046870694,0.013332929610887043
