battery,cycle_num,anchor_cycle,capacity_ahr,capacity_mean,ambient_temp_c,voltage_measured_mean,voltage_min,voltage_max,voltage_std,v_dod_10,v_dod_50,v_dod_90,re_ohm_interp,rct_ohm_interp,ir_mean,ir_max,temperature_measured_max,temperature_mean,temperature_min,temperature_std,temp_rise_cycle,discharge_time_sec,eff_c_rate,current_mean,current_std,current_min,current_max,dvdt_max_abs,dTdt_max,soh,capacity_derivative,cap_vel,regen_strength,impedance_sum,impedance_growth,dcr,dcr_growth,lli,lam,temp_rise,thermal_stress,cycle_life,rul_cycles,rul_norm
CS2_35,1,1,1.138460077286744,1.138460077286744,,3.6476579914042424,2.699943780899048,4.075486660003662,0.19595497380220567,,,,0.09317749562804199,0.09317749562804199,0.09317749562804199,0.0931989923119545,,,,,,3791.8360825049713,1.0808632517481471,-1.0909614634463274,0.0977294106088923,-1.1001102924346924,0.0007031940040178597,0.016744366792313607,,0.9999991216212659,0.0,0.0,0.0,0.18635499125608398,0.008326137071068522,0.09317749562804199,0.008326092206126682,0.0,0.0,,,546,545.0,0.9981684981684982
CS2_35,2,1,1.137727858609917,1.137727858609917,,3.6441347690728993,2.699943780899048,4.191235065460205,0.22159083741340976,,,,0.09392214509157035,0.09392214509157035,0.09392214509157035,0.09400942176580429,,,,,,3794.492245052639,1.0794119546128846,-1.0573599477432882,0.21153397828774323,-1.1001102924346924,0.0008838032954372466,0.015722738383255528,,0.9996775389640123,-0.0003661093384135228,-0.0003661093384136338,0.0003661093384135228,0.18709964071961233,0.012314018857758794,0.09354982035980616,0.012313952636275508,1.2203621051782287,0.8537048084484379,,,546,544.0,0.9963369963369964
CS2_35,3,1,1.137481037299766,1.137481037299766,,3.6460773963194626,2.699943780899048,4.191235065460205,0.2215403691949031,,,,0.0916323117338694,0.0916323117338694,0.0916323117338694,0.09166102111339569,,,,,,3793.789432324782,1.0793777059392142,-1.0573154918482313,0.21152508392238611,-1.099929690361023,0.0008838032954372466,0.016162919853974406,,0.9993559563067591,-0.00036610933841330073,-0.00036610933841352375,0.0007322186768268235,0.18635499125608398,0.008326137071068522,0.09317749562804199,0.008326092206126682,1.2203621051782287,1.0316964164143222e-13,,,546,543.0,0.9945054945054945
CS2_35,4,1,1.137092410671013,1.137092410671013,,3.6456975863530086,2.699781894683838,4.191235065460205,0.2223673517680391,,,,0.094550349849921,0.094550349849921,0.094550349849921,0.09464868903160095,,,,,,3792.5077112799554,1.0793735939521918,-1.0573335521666405,0.21151424379346984,-1.099929690361023,0.0007031940040178597,0.0162202456882325,,0.9992475550117673,-0.00012341065507559534,-0.00029329973341222766,0.0008556293319024189,0.18709964071961233,0.012314018857758794,0.09354982035980616,0.012313952636275508,1.2203621051782287,0.20350899260675806,,,546,542.0,0.9926739926739927
CS2_35,5,1,1.1313490455513728,1.1313490455513728,,3.8588662435376424,2.699458122253418,4.200138568878174,0.23175564506598786,,,,0.08930020820437454,0.08930020820437454,0.08930020820437454,0.09141284227371216,,,,,,12926.011268313494,0.3150899747371444,-0.010176414469590965,0.7669938997342267,-1.099929690361023,0.9947766661643982,6.492228305739652,,0.9991391537167756,-0.00012341065507559534,-0.0002447599967445698,0.0009790399869780142,0.18635499125608398,0.008326137071068522,0.09317749562804199,0.008326092206126682,1.2203621051782287,0.02822483734638354,,,546,541.0,0.9908424908424909
CS2_35,6,1,1.1293656761380313,1.1293656761380313,,3.857681634232128,2.699620008468628,4.200138568878174,0.23075524970132028,,,,0.08822953094804067,0.08822953094804067,0.08822953094804067,0.09141284227371216,,,,,,12773.989545112621,0.31828086438762365,-0.010234721263689099,0.7669759585884907,-1.1001102924346924,0.9927899241447449,6.098943840020384,,0.9987977923505362,-0.00038862662875294163,-0.00022499358647869093,0.0013676666157309558,0.1832646234677388,-0.008396044092280983,0.0916323117338694,-0.008395998470793588,0.9539757604593945,-0.4899223307187873,,,546,540.0,0.989010989010989
CS2_35,7,1,1.123221100998645,1.123221100998645,,3.8554883153419794,2.699781894683838,4.200138568878174,0.2362545257505692,,,,0.08727867244266149,0.08727867244266149,0.08727867244266149,0.08841638267040253,,,,,,12709.534581714885,0.3181545270282843,-0.010198694892445202,0.7670076627515765,-1.1001102924346924,0.9935123920440674,41.80454307268769,,0.993752942566714,-0.005743365119640131,-0.0013269663400918331,0.007111031735371087,0.17860041640874907,-0.03417603986219093,0.08930020820437454,-0.03417585174245925,-1.7379097467872289,-0.4899223307187873,,,546,539.0,0.9871794871794872
CS2_35,8,1,1.111035391722063,1.111035391722063,,3.8574017216550542,2.699781894683838,4.200138568878174,0.2332298276930358,,,,0.08808901789102783,0.08808901789102783,0.08808901789102783,0.09230511635541916,,,,,,12694.295658704868,0.3150806880298783,-0.008578405023922158,0.7664881220528236,-1.1001102924346924,0.9987500309944153,6.88661821637293,,0.9920107930519774,-0.0019833694133415403,-0.0022609535382014027,0.009094401148712628,0.17645906189608135,-0.04623806633383397,0.08822953094804067,-0.046237810269524955,-1.7379097467872289,-0.4899223307187873,,,546,538.0,0.9853479853479854
CS2_35,9,1,1.106058072607449,1.106058072607449,,3.858352678934733,2.699620008468628,4.200138568878174,0.2367504678313415,,,,0.08886905336380005,0.08886905336380005,0.08886905336380005,0.09303076565265656,,,,,,12606.774547671157,0.31584677320356885,-0.010927476454370966,0.7667373346746615,-1.099929690361023,1.0068774223327637,38.97587188560467,,0.9866135289188632,-0.006144575139386266,-0.0036246607135224777,0.015238976288098893,0.17645906189608135,-0.04623806633383397,0.08822953094804067,-0.046237810269524955,-1.7379097467872289,-0.40240744984760374,,,546,537.0,0.9835164835164835
CS2_35,10,1,1.1026273850359738,1.1026273850359738,,3.860158297964322,2.699458122253418,4.200138568878174,0.23102229415688638,,,,0.08766374829155142,0.08766374829155142,0.08766374829155142,0.0908498615026474,,,,,,12559.42193719832,0.3160542424626104,-0.010028406582952362,0.7669483809716301,-1.1001102924346924,1.0014592409133911,44.33811970807142,,0.9759098610292031,-0.012185709276582024,-0.006024198245062717,0.027424685564680917,0.17617803578205565,-0.047831912140314146,0.08808901789102783,-0.04783164703652285,-1.7379097467872289,-0.2100234905302311,,,546,536.0,0.9816849816849816
