battery,cycle_num,anchor_cycle,capacity_ahr,capacity_mean,ambient_temp_c,voltage_measured_mean,voltage_min,voltage_max,voltage_std,v_dod_10,v_dod_50,v_dod_90,re_ohm_interp,rct_ohm_interp,ir_mean,ir_max,temperature_measured_max,temperature_mean,temperature_min,temperature_std,temp_rise_cycle,discharge_time_sec,eff_c_rate,current_mean,current_std,current_min,current_max,dvdt_max_abs,dTdt_max,soh,capacity_derivative,cap_vel,regen_strength,impedance_sum,impedance_growth,dcr,dcr_growth,lli,lam,temp_rise,thermal_stress,cycle_life,rul_cycles,rul_norm
B0005,1,1,1.8564874208181574,1.8564874208181574,24.330033885570543,3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,0.0,0.0,0.0,0.6185091950666108,0.6185091950666108,0.0,0.0,38.98218133148803,32.572328114029,24.325993424022467,3.4869204762216834,14.652147445917485,3690.234,1.8110923900612719,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.000728585272845447,0.019434481424880013,0.011952936102017565,0.9999994613486469,0.0,0.0,0.0,1.2370183901332217,-0.005830182524325784,0.6185091950666108,-0.0058301778249530084,0.0,0.0,14.652147445917485,1.011322699722393,105.0,104.0,0.9904761904761905
B0005,2,1,1.846327249719927,1.846327249719927,24.697751935729325,3.5373201277859714,2.587208728940726,4.189773213846608,0.23476492928592219,0.0,0.0,0.0,0.626146807294114,0.626146807294114,0.0,0.0,39.033397966787035,32.72523522519307,24.685948163596,3.4267342264664666,14.33564603105771,3672.344,1.809955194554687,-1.8175598506612867,0.5951796218062511,-2.016820542901454,0.002927403359080335,0.02011240115804455,0.01154544542860403,0.9972630663934463,-0.005080085549115099,-0.005080085549115084,0.005080085549115099,1.244656002360725,0.00032504090794531086,0.6223280011803625,0.00032504064675411057,-0.7373359015515657,0.7517208276968536,14.33564603105771,1.0139158459048911,105.0,103.0,0.9809523809523809
B0005,3,1,1.8353491942234077,1.8353491942234077,24.734266163954402,3.5437367282719,2.6519168938437794,4.188186735991303,0.22752543549673088,0.0,0.0,0.0,0.6307598984765167,0.6307598984765167,0.0,0.0,38.818796689817404,32.64286193755933,24.734266163954402,3.379475042762775,14.084530525863002,3651.641,1.8093939407527377,-1.8164865418840956,0.5964980204475099,-2.016573862170142,0.0014836763652280672,0.018642921831619724,0.010787843614852254,0.9945266714382456,-0.005080085549115321,-0.005080085549114966,0.01016017109823042,1.252293614588228,0.006442609222221235,0.626146807294114,0.006442604060973722,-0.7373359015515496,0.7517208276968266,14.084530525863002,1.003094624165691,105.0,102.0,0.9714285714285714
B0005,4,1,1.8352625275821128,1.8352625275821128,24.65423646922845,3.5436661072601456,2.592947964776547,4.188461118855572,0.23274431724182537,0.0,0.0,0.0,0.6219235024811083,0.6219235024811083,0.0,0.0,38.7623045063458,32.51487646204882,24.652243741292516,3.3865437316993527,14.108068037117349,3631.563,1.8193117121458737,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.001547011952723541,0.020328446396179364,0.011759918582081273,0.9915699992141116,-0.005489027748259545,-0.005202768208858673,0.015649198846489965,1.2480703097752222,0.003064456618087387,0.6240351548876111,0.003064454158969486,-0.6861507224618989,0.3865163093982606,14.108068037117349,1.000265271676947,105.0,101.0,0.9619047619047619
B0005,5,1,1.8346455082120419,1.8346455082120419,24.524796959348127,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,0.0,0.0,0.0,0.6209018180496741,0.6209018180496741,0.0,0.0,38.66539257343368,32.38234901543077,24.518700434435164,3.3958806914600226,14.140595614085552,3629.172,1.8198982659304521,-1.8261139590277586,0.5834685498827803,-2.017425579158831,0.001701454824503414,0.021547731129707294,0.01185197733781971,0.9886133269899774,-0.005489027748259767,-0.005284556648687329,0.02113822659474973,1.2438470049622166,-0.000325146593890224,0.6219235024811083,-0.00032514633252914534,-0.6029372099289395,0.15537877030876696,14.140595614085552,0.9954301137051285,105.0,100.0,0.9523809523809523
B0005,6,1,1.8356616600675495,1.8356616600675495,24.522297376927863,3.5413347346347575,2.5209480504077413,4.188815807948604,0.23931625998293235,0.0,0.0,0.0,0.6302707885008874,0.6302707885008874,0.0,0.0,38.75169504640032,32.43418218230641,24.51442664842638,3.4173255675455376,14.229397669472458,3652.281,1.8093848683174099,-1.8168108743168803,0.5967015706365189,-2.0162347618032066,0.0024899497555445145,0.022254414454391976,0.012100998909162356,0.9886133269899774,0.0,-0.004309433758778729,0.02113822659474973,1.252293614588228,0.006442609222221235,0.626146807294114,0.006442604060973722,-0.5829276484996816,0.2004263969091083,14.229397669472458,0.9997347986734533,105.0,99.0,0.9428571428571428
B0005,7,1,1.8351461429226603,1.8351461429226603,24.58487828579781,3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,0.0,0.0,0.0,0.6309906716633036,0.6309906716633036,0.0,0.0,38.8207012322275,32.480416444757985,24.575581239008407,3.419542558294876,14.235822946429689,3650.828,1.8095966489030921,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.002314295882739856,0.023152152664177934,0.01272602811930094,0.9885666438863701,-8.666664129486357e-05,-0.0027618472023887668,0.021224893236044595,1.2605415770017747,0.013007294002981546,0.6302707885008874,0.013007283616782262,-0.5729948559408264,0.2921986458960576,14.235822946429689,1.003190150526622,105.0,98.0,0.9333333333333333
B0005,8,1,1.8257567905665537,1.8257567905665537,24.713628799279793,3.554133296801584,2.6652049047458775,4.188927891511958,0.22731251096165395,0.0,0.0,0.0,0.6069941994606931,0.6069941994606931,0.0,0.0,38.51713023385634,32.41046186109587,24.71132429046902,3.3516161723228617,13.80350143457655,3572.453,1.8398351065891123,-1.8443412120754061,0.5573831672048897,-2.0166395518034546,0.002227616056915605,0.018106648498291286,0.010910631783386249,0.9885039531320688,-0.00011638465945251752,-0.0011470824739307744,0.021341277895497113,1.2438470049622166,-0.000325146593890224,0.6219235024811083,-0.00032514633252914534,-0.5663916827016107,0.22932087728228126,13.80350143457655,0.9880781579503987,105.0,97.0,0.9238095238095239
B0005,9,1,1.8247738529891333,1.8247738529891333,24.635211633324694,3.5529355991467955,2.6038584726333673,4.189029250882121,0.2324538495076242,0.0,0.0,0.0,0.5957069648415049,0.5957069648415049,0.0,0.0,38.526267904657,32.3461408313,24.628487294051176,3.3724043396197616,13.891056271332303,3550.594,1.8501653162149432,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.005401028321021492,0.019760666913605614,0.010620094838990202,0.9882342855677553,-0.0005006347106184528,-0.00016104233234765457,0.021841912606115566,1.2418036360993483,-0.001969277627656002,0.6209018180496741,-0.0019692760433984565,-0.5072744142397451,0.02681983825213186,13.891056271332303,0.9885296977397262,105.0,96.0,0.9142857142857143
B0005,10,1,1.824613268496936,1.824613268496936,24.572057664095553,3.5512057319376997,2.552853984885676,4.189223427076418,0.23672870147542147,0.0,0.0,0.0,0.5942805827551827,0.5942805827551827,0.0,0.0,38.52698128472781,32.27679750791685,24.561560340089137,3.384318782535614,13.954923620632258,3551.25,1.8496607579272002,-1.8535899338510957,0.5423346882876612,-2.0160718378149842,0.0030191479674457028,0.02113842013570469,0.010807047079809817,0.9834463657801539,-0.008888717645488153,-0.0019801826683778535,0.03073063025160372,1.2139883989213862,-0.024622990695258022,0.6069941994606931,-0.024622970660241286,-0.6353543942787137,-0.8329898792654732,13.954923620632258,0.9885649582378646,105.0,95.0,0.9047619047619048
