battery,capacity_ahr,capacity_mean,voltage_measured_mean,voltage_min,voltage_max,voltage_std,v_dod_10,v_dod_50,v_dod_90,temperature_measured_max,temperature_mean,temperature_min,temperature_std,ambient_temp_c,temp_rise_cycle,re_ohm_interp,rct_ohm_interp,ir_mean,ir_max,current_mean,current_std,current_min,current_max,discharge_time_sec,eff_c_rate,dvdt_max_abs,dTdt_max,cycle_num
CS2_35,1.138460077286744,1.138460077286744,3.6476579914042424,2.699943780899048,4.075486660003662,0.19595497380220567,,,,,,,,,,0.09317749562804199,0.09317749562804199,0.09317749562804199,0.0931989923119545,-1.0909614634463274,0.0977294106088923,-1.1001102924346924,0.0007031940040178597,3791.8360825049713,1.0808632517481471,0.016744366792313607,,1
CS2_35,1.137727858609917,1.137727858609917,3.6441347690728993,2.699943780899048,4.191235065460205,0.22159083741340976,,,,,,,,,,0.09392214509157035,0.09392214509157035,0.09392214509157035,0.09400942176580429,-1.0573599477432882,0.21153397828774323,-1.1001102924346924,0.0008838032954372466,3794.492245052639,1.0794119546128846,0.015722738383255528,,2
CS2_35,1.137481037299766,1.137481037299766,3.6460773963194626,2.699943780899048,4.191235065460205,0.2215403691949031,,,,,,,,,,0.0916323117338694,0.0916323117338694,0.0916323117338694,0.09166102111339569,-1.0573154918482313,0.21152508392238611,-1.099929690361023,0.0008838032954372466,3793.789432324782,1.0793777059392142,0.016162919853974406,,3
CS2_35,1.137092410671013,1.137092410671013,3.6456975863530086,2.699781894683838,4.191235065460205,0.2223673517680391,,,,,,,,,,0.094550349849921,0.094550349849921,0.094550349849921,0.09464868903160095,-1.0573335521666405,0.21151424379346984,-1.099929690361023,0.0007031940040178597,3792.5077112799554,1.0793735939521918,0.0162202456882325,,4
CS2_35,1.1313490455513728,1.1313490455513728,3.8588662435376424,2.699458122253418,4.200138568878174,0.23175564506598786,,,,,,,,,,0.08930020820437454,0.08930020820437454,0.08930020820437454,0.09141284227371216,-0.010176414469590965,0.7669938997342267,-1.099929690361023,0.9947766661643982,12926.011268313494,0.3150899747371444,6.492228305739652,,5
CS2_35,1.1293656761380313,1.1293656761380313,3.857681634232128,2.699620008468628,4.200138568878174,0.23075524970132028,,,,,,,,,,0.08822953094804067,0.08822953094804067,0.08822953094804067,0.09141284227371216,-0.010234721263689099,0.7669759585884907,-1.1001102924346924,0.9927899241447449,12773.989545112621,0.31828086438762365,6.098943840020384,,6
CS2_35,1.123221100998645,1.123221100998645,3.8554883153419794,2.699781894683838,4.200138568878174,0.2362545257505692,,,,,,,,,,0.08727867244266149,0.08727867244266149,0.08727867244266149,0.08841638267040253,-0.010198694892445202,0.7670076627515765,-1.1001102924346924,0.9935123920440674,12709.534581714885,0.3181545270282843,41.80454307268769,,7
CS2_35,1.111035391722063,1.111035391722063,3.8574017216550542,2.699781894683838,4.200138568878174,0.2332298276930358,,,,,,,,,,0.08808901789102783,0.08808901789102783,0.08808901789102783,0.09230511635541916,-0.008578405023922158,0.7664881220528236,-1.1001102924346924,0.9987500309944153,12694.295658704868,0.3150806880298783,6.88661821637293,,8
CS2_35,1.106058072607449,1.106058072607449,3.858352678934733,2.699620008468628,4.200138568878174,0.2367504678313415,,,,,,,,,,0.08886905336380005,0.08886905336380005,0.08886905336380005,0.09303076565265656,-0.010927476454370966,0.7667373346746615,-1.099929690361023,1.0068774223327637,12606.774547671157,0.31584677320356885,38.97587188560467,,9
CS2_35,1.1026273850359738,1.1026273850359738,3.860158297964322,2.699458122253418,4.200138568878174,0.23102229415688638,,,,,,,,,,0.08766374829155142,0.08766374829155142,0.08766374829155142,0.0908498615026474,-0.010028406582952362,0.7669483809716301,-1.1001102924346924,1.0014592409133911,12559.42193719832,0.3160542424626104,44.33811970807142,,10
CS2_35,1.0981426816273636,1.0981426816273636,3.8584350967664283,2.699781894683838,4.200138568878174,0.23443632171950265,,,,,,,,,,0.08871484999708089,0.08871484999708089,0.08871484999708089,0.09157814085483551,-0.011580584652036569,0.767402393653095,-1.099929690361023,0.9998337030410767,12515.309776214839,0.3158782103317749,72.35797607653001,,11
CS2_35,1.1042953570007974,1.1042953570007974,3.8616513872659333,2.699296236038208,4.200138568878174,0.23393415707651455,,,,,,,,,,0.087460007478473,0.087460007478473,0.087460007478473,0.09068572521209717,-0.015590394311568886,0.7681379781431219,-1.099929690361023,1.005793809890747,12482.804343956072,0.3184751739802532,99.14127855607026,,12
CS2_35,1.105798600323471,1.105798600323471,3.8603194840749104,2.699781894683838,4.200138568878174,0.2317621907171386,,,,,,,,,,0.08714177928368251,0.08714177928368251,0.08714177928368251,0.08979491144418716,-0.011189960922735432,0.7666382765761278,-1.1001102924346924,1.0039876699447632,12477.542833813524,0.3190431813527036,27.213453158710717,,13
CS2_35,1.105602981532538,1.105602981532538,3.8596218649546303,2.699458122253418,4.200138568878174,0.23138480818246177,,,,,,,,,,0.08584367446104685,0.08584367446104685,0.08584367446104685,0.08898594975471497,-0.01034085657975326,0.7668313541693529,-1.099929690361023,0.9938735961914062,12456.594533150914,0.3195231829152544,8.017717343579978,,14
CS2_35,1.1051740372707801,1.1051740372707801,3.859281250635783,2.699781894683838,4.200138568878174,0.23146677659121262,,,,,,,,,,0.08436913957198461,0.08436913957198461,0.08436913957198461,0.08744695037603378,-0.010141463425320884,0.7670064852439747,-1.1001102924346924,0.9976664185523987,12445.046258809802,0.3196956002761624,13.562015574254321,,15
CS2_35,1.1046090719018427,1.1046090719018427,3.8590934632619223,2.699943780899048,4.200138568878174,0.23160551680158986,,,,,,,,,,0.08578154748678207,0.08578154748678207,0.08578154748678207,0.08744695037603378,-0.01024790261251231,0.7669282336203523,-1.099929690361023,0.9965827465057373,12434.83425872901,0.31979458480157413,6.954352726154118,,16
CS2_35,1.1041409319964224,1.1041409319964224,3.858966979980469,2.699943780899048,4.200138568878174,0.23158503155076268,,,,,,,,,,0.08621861477692921,0.08621861477692921,0.08621861477692921,0.08687268197536469,-0.010349043114925734,0.7668792836363587,-1.1001102924346924,0.9935123920440674,12411.397161259723,0.32026268304379024,5.836130826193994,,17
CS2_35,1.1036330935788286,1.1036330935788286,3.858815451304118,2.699943780899048,4.200138568878174,0.23177532174261645,,,,,,,,,,0.0853184406956037,0.0853184406956037,0.0853184406956037,0.08752601593732834,-0.01037842242512852,0.7668581836524712,-1.1001102924346924,0.9931511878967285,12399.003941565665,0.3204353475172852,6.674927193183445,,18
CS2_35,1.1028933034679547,1.1028933034679547,3.858502040863037,2.699620008468628,4.200138568878174,0.23220835887097876,,,,,,,,,,0.0857934220234553,0.0857934220234553,0.0857934220234553,0.08736802637577057,-0.010186735457740724,0.7670023933850889,-1.1001102924346924,0.9965827465057373,12385.517420551187,0.32056923886736927,13.034811148953377,,19
CS2_35,1.1019126464925222,1.1019126464925222,3.8583483600616457,2.699458122253418,4.200138568878174,0.2329932044213912,,,,,,,,,,0.08506463929017385,0.08506463929017385,0.08506463929017385,0.088097482919693,-0.01014724260630707,0.767026693992719,-1.1001102924346924,0.9985694289207458,12371.588626717916,0.32064479729031076,304.9861216561866,,20
CS2_35,1.1011976633298275,1.1011976633298275,3.8613907283640163,2.699296236038208,4.200138568878174,0.22587651352106913,,,,,,,,,,0.08447703910383948,0.08447703910383948,0.08447703910383948,0.08663725852966309,-0.0071116915087210625,0.7660631820765903,-1.1001102924346924,1.0001949071884155,12361.509390281164,0.3206980201870971,11.330220759626647,,21
CS2_35,1.1004104501394991,1.1004104501394991,3.8603896749562936,2.699458122253418,4.200138568878174,0.22601282399482198,,,,,,,,,,0.08507479531515699,0.08507479531515699,0.08507479531515699,0.08663725852966309,-0.008973114336912592,0.7662883012031474,-1.1001102924346924,0.9938735961914062,12352.884682627016,0.3206925120958656,6.574163579393196,,22
CS2_35,1.0997345953192728,1.0997345953192728,3.860357563872759,2.699781894683838,4.200138568878174,0.2264842162141851,,,,,,,,,,0.08584467279687324,0.08584467279687324,0.08584467279687324,0.08590515702962875,-0.008716484003365738,0.7665080981806569,-1.1001102924346924,0.9985694289207458,12336.778084449557,0.3209139790023245,36.47332910631503,,23
CS2_35,1.099128965152353,1.099128965152353,3.860257304066308,2.699781894683838,4.200138568878174,0.22691913270921937,,,,,,,,,,0.08525863533524981,0.08525863533524981,0.08525863533524981,0.08736802637577057,-0.008877240847009697,0.7663822201861084,-1.1001102924346924,0.9953184723854065,12325.820987804414,0.3210223707178229,21.415338071605458,,24
CS2_35,1.0984861342685548,1.0984861342685548,3.859999501992806,2.699458122253418,4.200138568878174,0.22736852943299035,,,,,,,,,,0.08448520234858382,0.08448520234858382,0.08448520234858382,0.0856727808713913,-0.008790083854025712,0.7664244159609691,-1.1001102924346924,0.9965827465057373,12313.166065815545,0.3211643587221345,44.79337604569122,,25
CS2_35,1.0976666234363535,1.0976666234363535,3.8598801482458858,2.699620008468628,4.200138568878174,0.22819213526188312,,,,,,,,,,0.0859591536643358,0.0859591536643358,0.0859591536643358,0.08655905723571777,-0.00875522160868912,0.766467424841451,-1.1002910137176514,0.9976664185523987,12307.023738304619,0.32108492909393166,5.758220266426998,,26
CS2_35,1.096887128875224,1.096887128875224,3.8597616701918698,2.699943780899048,4.200138568878174,0.22902803742229766,,,,,,,,,,0.0849480556059459,0.0849480556059459,0.0849480556059459,0.08655905723571777,-0.008653537521479607,0.7665644134525623,-1.1002910137176514,1.0001949071884155,12298.95877548086,0.32106731439925634,6.717284484812929,,27
CS2_35,1.0860915626664358,1.0860915626664358,3.8575424500690993,2.699620008468628,4.200138568878174,0.23263930573225575,,,,,,,,,,0.08633649076825829,0.08633649076825829,0.08633649076825829,0.08736802637577057,-0.005783116572313712,0.7653415349507638,-1.1001102924346924,0.9965827465057373,12232.014672354446,0.319647231492944,8.458583031166782,,28
CS2_35,1.0785622527089522,1.0785622527089522,3.8610803671688734,2.699620008468628,4.200138568878174,0.23150758434254748,,,,,,,,,,0.08712564390507965,0.08712564390507965,0.08712564390507965,0.08987603336572647,-0.009899516080820816,0.7658462075788894,-1.099929690361023,1.0041683912277222,12249.19737541821,0.31698600249060493,6.334193811853627,,29
CS2_35,1.0748777462037147,1.0748777462037147,3.8643678155663896,2.699296236038208,4.200138568878174,0.22717513750460205,,,,,,,,,,0.08757601206841534,0.08757601206841534,0.08757601206841534,0.08979491144418716,-0.008269288490067096,0.7653739876955526,-1.099929690361023,1.0066968202590942,12204.030641150312,0.31707228538789056,23.26182331287835,,30
CS2_35,1.0721584804344317,1.0721584804344317,3.8638220678318986,2.699781894683838,4.200138568878174,0.2292607867285281,,,,,,,,,,0.08720078051172114,0.08720078051172114,0.08720078051172114,0.08995728939771652,-0.009582019500257857,0.7660223465197339,-1.1001102924346924,1.0099477767944336,12187.41779852123,0.3167012564410718,8.52942463020922,,31
CS2_35,1.0691398006494026,1.0691398006494026,3.8623109179094803,2.699781894683838,4.200138568878174,0.23229871494494314,,,,,,,,,,0.08773701126910438,0.08773701126910438,0.08773701126910438,0.09141284227371216,-0.011394057018469414,0.766295603605304,-1.099929690361023,1.0054326057434082,12159.818247868097,0.31652638253969406,23.084110755322513,,32
CS2_35,1.0793676618171695,1.0793676618171695,3.866873717634645,2.699620008468628,4.200138568878174,0.22861451118736534,,,,,,,,,,0.08619799813995623,0.08619799813995623,0.08619799813995623,0.08825664222240448,-0.012922572882603598,0.7668989873801711,-1.1001102924346924,1.005793809890747,12146.108739368268,0.31991509922410843,7.824178715790964,,33
CS2_35,1.0817534463242353,1.0817534463242353,3.8627454785049937,2.699620008468628,4.200138568878174,0.2258746123408336,,,,,,,,,,0.08585110428880473,0.08585110428880473,0.08585110428880473,0.08898594975471497,-0.01024479714834228,0.7668456343504539,-1.099929690361023,1.0016398429870605,12174.460159661248,0.3198755719510774,7.725427899960008,,34
CS2_35,1.0737092774178976,1.0737092774178976,3.862612771078416,2.699943780899048,4.200138568878174,0.22755341981532343,,,,,,,,,,0.08499124337606924,0.08499124337606924,0.08499124337606924,0.08655905723571777,-0.005414303974724281,0.7643039598792151,-1.1001102924346924,1.0032652616500854,12153.139907981036,0.3180538879640505,45.0277551180743,,35
CS2_35,1.0659376432701677,1.0659376432701677,3.86443204181629,2.699781894683838,4.200138568878174,0.22716419499508292,,,,,,,,,,0.08734029173357052,0.08734029173357052,0.08734029173357052,0.09068572521209717,-0.008552693824595076,0.7651168637244213,-1.0997490882873535,1.0032652616500854,12145.044988551643,0.315962231460637,7.283265410587547,,36
CS2_35,1.063503833872531,1.063503833872531,3.86534563458197,2.699620008468628,4.200138568878174,0.2291403298716049,,,,,,,,,,0.08776615054405958,0.08776615054405958,0.08776615054405958,0.08987603336572647,-0.009884123519189408,0.7657481656741675,-1.099929690361023,1.0065162181854248,12109.52773740387,0.31616540999491677,13.493326021023364,,37
