battery,cycle_index,cycle_num,time_seconds,capacity_ahr,ambient_temp_c,voltage_measured_mean,voltage_measured_min,voltage_measured_max,current_measured_mean,current_measured_std,temperature_measured_mean,temperature_measured_max,current_load_mean,voltage_load_mean,discharge_time_sec,re_ohm_interp,rct_ohm_interp,sense_current_interp,battery_current_interp,current_ratio_interp,battery_impedance_interp,rectified_impedance_interp,regen_cycles,capacity_after_regen,capacity_deg,cluster,dcr,lli,lam,soh,capacity_derivative,regen_strength,impedance_sum,impedance_growth,dcr_growth,lli_scaled,lli_smooth,lam_scaled,lam_smooth,dcr_scaled,dcr_smooth,temp_rise,thermal_stress,ir_drop,voltage_range,C_rate_avg,C_rate_max,current_temp_product,load_temp_interact,cycle_diff_time,cycle_duration_rate,battery_encoded,_crate_bin,_temp_bin,C_rate_abs,C_rate_max_abs,current_temp_product_abs,load_temp_interact_abs,ir_drop_abs,impedance_growth_log,dcr_growth_log
B0005,1,1,1207149941.0,1.8564874208181568,24.0,3.52982866886934,2.612467347907089,4.191491807505295,-1.8187019641679727,0.593546181674474,32.572328114029,38.98218133148803,-1.805569543147208,2.404944162436548,3690.234,0.0452722012577998,0.0676071628856386,823.8091634619283,311.73594303617307,2.70881269429863,0.241471175252427,0.0775166605938841,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,0.0,0.0,1.0,-0.0051533672380763,0.0,0.1128793641434384,0.0,0.0,0.132359869196964,-0.0086344835305594,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.982181331488029,0.0040599542824341,-1.124884506432792,1.5790244595982057,-0.9796468011546348,-0.3402175492255453,-27.24812261509801,-14.677246015710937,17678.0,5.797782126547359,0,3,1,0.9796468011546348,0.3402175492255453,27.24812261509801,14.677246015710937,1.124884506432792,0.0,0.0
B0005,3,2,1207165428.0,1.846327249719927,24.0,3.5373201277859714,2.587208728940726,4.189773213846608,-1.817559850661287,0.5951796218062511,32.72523522519307,39.03339796678704,-1.8045826530612243,2.399260204081633,3672.344,0.0452722012577998,0.0676464919219595,823.3993261291977,312.3422378942661,2.7015319485523053,0.2398542355181701,0.0765771507628832,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0136885482614807,0.0,0.9945272071416718,-0.0101601710982297,0.0101601710982297,0.1129186931797593,0.0348416526536263,0.0,0.0857648041690459,-0.0095016764910313,-0.0616046142506126,0.0,-0.3362197248490324,0.0,15.033397966787042,0.0040936791234108,-1.1380599237043385,1.6025644849058818,-0.9790315998377483,-0.3378426374871605,-27.32410056344515,-14.71817166242107,15487.0,4.217197517442751,0,3,1,0.9790315998377483,0.3378426374871605,27.32410056344515,14.71817166242107,1.1380599237043385,0.03424842240757804,0.0
B0005,5,3,1207180866.0,1.835349194223408,24.0,3.5437367282719,2.65191689384378,4.188186735991303,-1.816486541884096,0.5964980204475099,32.64286193755933,38.81879668981741,-1.8035753846153844,2.39796923076923,3651.641,0.0452722012577998,0.0676871852287167,822.9894887964671,312.9485327523591,2.6942512028059804,0.2382372957839132,0.0756376409318823,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0122149023301976,0.0,0.9886138595081708,-0.010978055496519,0.0211382265947488,0.1129593864865164,0.0708919145464652,0.0,0.0907810138272668,-0.0097287343214861,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.818796689817413,0.0040581198123838,-1.14576749750267,1.5362698421475236,-0.9784534603014516,-0.3358441827623367,-26.91814475396992,-14.49950289865554,15438.0,4.227688318757449,0,3,1,0.9784534603014516,0.3358441827623367,26.91814475396992,14.49950289865554,1.14576749750267,0.068491866248151,0.0
B0005,7,4,1207196197.0,1.8352625275821128,24.0,3.5436661072601456,2.592947964776547,4.188461118855572,-1.8255891938692528,0.5834624841611844,32.51487646204882,38.7623045063458,-1.8128628865979384,2.4082886597938145,3631.563,0.0452722012577998,0.0677292428059103,822.5796514637365,313.5548276104521,2.6869704570596555,0.2366203560496562,0.0746981311008814,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0121032553724472,0.0,0.9885671763794176,-8.666664129508561e-05,0.0212248932360439,0.1130014440637101,0.1081507856786398,0.0,0.0911610539277345,-0.011780123138673,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.7623045063458,0.0040650002509502,-1.1353774474663312,1.5955131540790246,-0.9833566187490548,-0.3547905672863752,-26.949903583392267,-14.516609844304138,15331.0,4.221598248466508,0,3,1,0.9833566187490548,0.3547905672863752,26.949903583392267,14.516609844304138,1.1353774474663312,0.10269266722355601,0.0
B0005,9,5,1207211605.0,1.8346455082120416,24.0,3.5423432526672167,2.547419651124539,4.188298524761055,-1.8261139590277584,0.5834685498827803,32.38234901543077,38.66539257343368,-1.8128762886597936,2.408505154639175,3629.172,0.0452722012577998,0.0677726646535402,822.1698141310059,314.1611224685451,2.6796897113133307,0.2350034163153993,0.0737586212698805,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0106369656433054,0.0,0.9882348178817774,-0.0006170193700711,0.0218419126061151,0.11304486591134,0.146618266050027,0.0,0.0961522234786639,-0.010990369922281,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.665392573433678,0.0040409747935423,-1.1338380980280416,1.640878873636516,-0.983639284363881,-0.3550666982793941,-26.78067809296926,-14.42545625584768,15408.0,4.245596516228979,0,3,1,0.983639284363881,0.3550666982793941,26.78067809296926,14.42545625584768,1.1338380980280416,0.13681697198624423,0.0
B0005,11,6,1207227310.0,1.8356616600675493,24.0,3.541334734634757,2.5209480504077413,4.188815807948604,-1.8168108743168805,0.5967015706365189,32.43418218230641,38.75169504640032,-1.80365641025641,2.3962512820512822,3652.281,0.0452722012577998,0.0678174507716064,821.7599767982753,314.7674173266381,2.672408965567006,0.2333864765811424,0.0728191114388796,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0102569440859344,0.0,0.9887821697485946,0.0010161518555076,0.0208257607506074,0.1130896520294062,0.1862943556606514,0.0,0.0974457959481083,-0.0114839537671229,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.751695046400322,0.0040390361657266,-1.1450834525834748,1.6678677575408627,-0.978628162499254,-0.3357995996726476,-26.80103997490656,-14.436424217008096,15705.0,4.300052487745521,0,3,1,0.978628162499254,0.3357995996726476,26.80103997490656,14.436424217008096,1.1450834525834748,0.17083446173770955,0.0
B0005,13,7,1207243036.0,1.8351461429226603,24.0,3.541025049507521,2.487927319492314,4.18839163793879,-1.816791144707133,0.5964919190059063,32.480416444757985,38.8207012322275,-1.8036205128205127,2.394646153846154,3650.828,0.0452722012577998,0.067863601160109,821.3501394655447,315.3737121847311,2.665128219820681,0.2317695368468855,0.0718796016078787,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0097397821795204,0.0,0.988504485591348,-0.0005155171448889,0.0213412778954964,0.1131358024179088,0.2271790545105622,0.0,0.0992061866191287,-0.0117686258921606,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.8207012322275,0.0040595451859751,-1.1463788956613672,1.700464318446476,-0.9786175351125476,-0.3360148306765218,-26.926118757061012,-14.503798108521972,15726.0,4.3075159936309495,0,3,1,0.9786175351125476,0.3360148306765218,26.926118757061012,14.503798108521972,1.1463788956613672,0.2047180837786827,0.0
B0005,15,8,1207258094.0,1.8257567905665533,24.0,3.554133296801584,2.665204904745877,4.188927891511958,-1.844341212075406,0.5573831672048897,32.41046186109587,38.51713023385634,-1.830883769633508,2.434628272251309,3572.453,0.0452722012577998,0.0679111158190479,820.940302132814,315.9800070428241,2.657847474074356,0.2301525971126286,0.0709400917768778,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0146828215544072,0.0,0.983446895515155,-0.009389352356107,0.0307306302516034,0.1131833170768477,0.2692723625997103,0.0,0.0823803525928478,-0.0121314165513222,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.517130233856342,0.0040636308536045,-1.119505024550275,1.523722986766081,-0.993457424165656,-0.3929867065574379,-26.774541571367127,-14.42215080840429,15058.0,4.215030960518105,0,2,1,0.993457424165656,0.3929867065574379,26.774541571367127,14.42215080840429,1.119505024550275,0.238443793441161,0.0
B0005,17,9,1207273095.0,1.8247738529891333,24.0,3.5529355991467955,2.603858472633368,4.189029250882121,-1.853972745505648,0.5424840616663397,32.3461408313,38.526267904657,-1.8405052631578949,2.4485105263157894,3550.594,0.0452722012577998,0.0679599947484232,820.5304648000835,316.58630190091714,2.650566728328031,0.2285356573783717,0.0700005819458769,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0135266159976359,0.0,0.9829174345738108,-0.0009829375774199,0.0317135678290234,0.113232196006223,0.3125742799281694,0.0,0.0863160126843564,-0.0123477679454981,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.526267904656995,0.0040912218926334,-1.104425072831006,1.5851707782487532,-0.9986454654726148,-0.41422560322,-26.93130478914751,-14.506591573226093,15001.0,4.224926871389907,0,2,1,0.9986454654726148,0.41422560322,26.93130478914751,14.506591573226093,1.104425072831006,0.27199030811323494,0.0
B0005,19,10,1207288088.0,1.824613268496936,24.0,3.5512057319377,2.552853984885676,4.189223427076418,-1.853589933851096,0.5423346882876612,32.27679750791685,38.52698128472781,-1.8404957894736844,2.449652631578948,3551.25,0.0452722012577998,0.0680102379482348,820.1206274673528,317.19259675901014,2.6432859825817063,0.2269187176441147,0.069061072114876,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0124509189391132,0.0,0.9828309354731992,-0.0001605844921972,0.0318741523212207,0.1132824392060345,0.3570848064958411,0.0,0.0899776262780526,-0.0130279328524298,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.52698128472781,0.0040906670284332,-1.101553100358752,1.636369442190742,-0.9984392633459248,-0.4141803215250059,-26.92706627861473,-14.504308492563672,14993.0,4.221893699400431,0,2,1,0.9984392633459248,0.4141803215250059,26.92706627861473,14.504308492563672,1.101553100358752,0.3053388744753822,0.0
